名称,处方,步骤,功效,用法用量,来源,药材
麝脐散,牛膝（去芦）十斤，木律四十四两，黄茄（细切）二十个，郁李仁二十两，麝香空皮子（细）一百个。,,治牙齿动摇，风？蚰疼痛，肉宣露，涎血臭气。常服令牙齿坚牢，解骨槽毒气。,每用少许揩患处，须臾温水漱口，临卧更贴少许，咽津亦得妨。治牙齿动摇，风？蚰疼痛，肉宣露，涎血臭气。常服令牙齿坚牢，解骨槽毒气。,《宋·太平惠民和剂局方》,牛膝/木律/黄茄/郁李仁/麝香/空皮子
香砂六君丸,木香70g 砂仁80g 党参100g 白术（炒）200g 茯苓200g 炙甘草70g 陈皮80g 半夏（制）100g,水法为丸。,益气健脾，和胃。用于脾虚气滞，消化不良，嗳气食少，脘腹胀满，大便溏泄。,口服，一次6～9g，一日2～3次。口服，一次6～9g，一日2～3次。,《中国药典》,木香/砂仁/党参/白术/茯苓/炙甘草/陈皮/半夏
首乌青蒿鳖甲饮,赤色鲜首乌24克（打碎）青蒿9克 鳖甲15克 当归15克 柴胡4.5克 青皮6克 草蔻仁3克（研）,,治温疟，阴虚发热，脉弱者。,水煎服。,《慈航集》卷下,赤色鲜首乌/鳖甲/当归/柴胡/青皮/草蔻仁
首乌白芍汤,制首乌9克 北沙参9克 银柴胡4.5克白茯苓9克 黑驴胶6克（蛤扮炒）生白芍6克炒扁豆6克 扁石斛9克 生苡仁18克 生谷芽15克,,治泄泻日久，肝脾阴伤者。,水煎服。,《镐京直指医方》卷二,制首乌/北沙参/银柴胡/黑驴胶/扁石斛/生苡仁/生谷芽
首乌汤,首乌15克 牛膝9克 萆薢 泽泻 甘草各3克,,治肝经血虚火旺，筋燥强急，颈项强痛。,水煎服。生首乌15克，连翘15克，丹皮15克，大青叶15克，板蓝根15克，半枝莲15克。茜草15克，丹参15克，柴胡12克，茵陈30克，白茅根30克，甘草6克。,《杂病源流犀烛》卷二十六,首乌/牛膝/萆薢/泽泻/甘草
首乌枸杞汤,首乌12克，枸杞子12克，菟丝子12克，桑螵蛸12克，赤石脂12克，狗脊12克，熟地24克，藿香6克，砂仁6克。,,补养肝肾，利湿固涩。主肾气虚弱。,水煎服。,《简明中医妇科学》,首乌/枸杞子/菟丝子/桑螵蛸/赤石脂/狗脊/熟地/藿香/砂仁
首乌当归鳖甲饮,赤色鲜首鸟60克（打碎、）怀牛膝30克（酒泡）当归15克 生鳖甲30克 广橘皮9克,,治三阴疟，午时以后发，病属邪入阴分者。,河、井水煎，疟发前温服。加好酒适量更妙。,《慈航集》卷下,赤色鲜首鸟/生鳖甲/广橘皮
首乌小米粥,何首乌30克 鸡蛋2个 小米50克 白糖适量,将首乌用纱布包裹，与米同煮粥；粥熟前捞出药包，将鸡蛋打入，并加白糖少许，调匀，煮熟即可。,益气养血。适用于气虚所致的子宫脱垂。,日服2次，空腹服。,《民间方》,何首乌/鸡蛋/小米/白糖
首乌丸,制何首乌360g 地黄20g 牛膝（酒制）40g 桑椹70g 女贞子（酒制）40g 墨旱莲48g 桑叶（制）40g 黑芝麻16g 菟丝子（酒蒸）80g 金樱子70g 补骨脂（盐炒）40g 豨莶草（制）80g 金银花（制）20g,,补肝肾，强筋骨，乌须发。用于肝肾两虚，头晕目花，耳鸣，腰酸肢麻，须发早白；高脂血症。,口服，一次6g，一日2次。口服，一次6g，一日2次。,《中国药典》,制何首乌/地黄/牛膝/桑椹/女贞子/墨旱莲/桑叶/黑芝麻/菟丝子/金樱子/补骨脂/豨莶草/金银花
食郁汤,苍术 厚朴 川芎 陈皮 神曲 山栀 枳壳 炙草 香附 砂仁,,燥湿行气，消食导滞。治食郁证，腹满，不能食，嗳腐吞酸；又治黄疸，臌胀，痞块，脉紧实。,水煎服。,《杂病源流犀烛》卷十八,苍术/厚朴/川芎/陈皮/神曲/山栀/枳壳/炙草/香附/砂仁
顺风匀气散,白术（四钱） 天麻（一钱） 沉香（半钱） 白芷（半钱） 青皮（半钱） 甘草（炙.半钱） 人参（一钱） 乌药（二钱） 紫苏（半钱） 木瓜（半钱）,,治中风中气，半身不遂，口眼歪斜，先宜服此。,分作二贴，每贴水二盏，生姜二片，煎八分，温服。二渣并煎，风气腰疼痛，亦宜服之。,明·方贤着《奇效良方》,白术/天麻/沉香/白芷/青皮/甘草/人参/乌药/紫苏/木瓜
顺荣汤,大黄30克（酒浸，蒸熟，锉）当归30克荜茇15克 鬼箭30克 枳壳30克（去瓤，麸炒）赤芍药15克 猪牙皂角15克（火上炙）,上药哎咀。,治妇人血积，血块、瘕症，腹大，内有块形，筑筑作痛，久无寒热。,每服30克，纯酒300毫升，煎至150毫升，去滓，空腹时温服。,《女科百问》卷上,大黄/鬼箭/枳壳/猪牙皂角
顺肠粥,芝麻50克 米50克,,润肠通便。治大便日久不通。,煮粥食。,《嵩崖尊生》卷十四,芝麻/米
顺肝丸,黄连 黄芩 当归 蕤仁,上共为末。炼蜜为丸。,清肝泻火。治肝火上炎，目赤而不痛。,,《银海精微》卷下,黄连/黄芩/当归/蕤仁
顺经汤,当归身 川芎 柴胡 桃仁（泡，去皮、尖）香附子（制）乌药 青皮 红花 广陈皮 苏木 赤芍 玄参,上锉一剂。,疏肝理气，活血通经。治室女月水停久，倒行逆上冲眼，红赤生翳。,用水400毫升，煎至320毫升，去滓，加酒20毫升，食远温服。,《审视瑶函》卷六,当归身/川芎/柴胡/桃仁/香附子/乌药/青皮/红花/广陈皮/苏木/赤芍/玄参
顺经两安汤,当归15克（酒洗）白芍15克（酒炒）大熟地15克（九蒸）山萸肉6克（蒸）人参9克 白术15克（土炒）麦冬15克（去心）黑芥穗6克 巴戟肉3克（盐水浸）升麻1.2克,,治经前大便下血。,水煎服。,《傅青主女科》卷上,当归/白术/巴戟肉
顺气豁痰汤,半夏（用白矾、生姜、皂角煮过）4.5克 茯苓 橘红 瓜蒌（去油）贝母 黄连 桔梗 枳壳各3克 香附（童便浸）2.1克 甘草1.2克,,顺气豁痰。治痰气滞于心包络之舌痹或麻。,生姜3片，水煎服。,《赤水玄珠》卷三,半夏/茯苓/橘红/瓜蒌/贝母/黄连/桔梗/枳壳/香附/甘草
顺气消滞汤,陈皮6克 半夏（姜炒）6克 白茯苓（去皮）9克 丁香0，9克 柿蒂2个 黄连（姜炒）0.6克 神曲（炒）6克 香附6克 白术4.5克 竹茹12克 甘草2.4克,上药锉碎。,顺气消滞，降逆和胃。治食后气滞呃逆，连声不止者。,加生姜5片，水煎服。,《寿世保元》卷三,陈皮/半夏/白茯苓/丁香/柿蒂/黄连/神曲/香附/白术/竹茹/甘草
顺气活血汤,苏梗3克。厚朴3克 枳壳3克 砂仁1.5克 归尾6克 红花1.5克 木香1.2克 炒赤芍3克 桃仁9克 苏木末6克 香附3克,,行气活血，祛瘀止痛。治胸腹挫伤，气滞血瘀，胀满作痛。,水煎服。亦可加入少量米酒和服。,《伤科大成》,苏梗/枳壳/砂仁/归尾/红花/木香/炒赤芍/桃仁/苏木末/香附
顺气术香散,丁香皮（不见火）、缩砂仁、良姜（去芦.炒）、肉桂（去粗皮）、干姜（炮）、甘草、陈皮（去白）、厚朴（去粗皮.姜汁炙）、苍术（米泔浸）、桔梗（去芦）、茴香（炒），各三两。,,治气不升降，呕逆恶心，胸膈痞闷，胁肋胀满，及酒食所伤，噫气吞酸，心脾刺痛，大便不调，面黄肌瘦，不思饮食。,每服二钱，水一盏，姜三片，枣二枚，煎至八分，稍热服，不拘时。常服宽中顺气，和胃进食。,《宋·太平惠民和剂局方》,丁香皮/缩砂仁/良姜/肉桂/干姜/甘草/陈皮/厚朴/苍术/桔梗/茴香
顺气散,甘草 茯苓各120克 白术 厚朴各180克 干姜60克 陈橘皮90克,上为细末。,治气逆呕呃。,每服6克，用水150毫升，煎至100毫升，去滓，食后温服。,《鸡峰普济方》卷二十,甘草/茯苓/白术/厚朴/干姜/陈橘皮
顺气归脾丸,陈皮 贝母 香附 乌药 当归 白术 茯神 黄耆 酸枣仁 远志 人参各30克 木香 甘草（炙）各9克,上药研末，用合欢树根皮120克煎汤，煮老米糊为丸，如梧桐子大。,健脾益气，理气消肿。治思虑伤脾，脾气郁结，致生肉瘤，软如绵，肿似馒，脾气虚弱，日久渐大，或微疼或不疼。,每服60丸，空腹时用开水送下。,《外科正宗》卷二,陈皮/贝母/香附/乌药/当归/白术/茯神/黄耆/酸枣仁/远志/人参/木香/甘草
顺气和中汤,黄耆4.5克 人参3克 甘草（炙）2.1克 白术 陈皮 当归 白芍各1.5克 升麻 柴胡各0.9克 细辛 蔓荆子 川芎各0.6克,上药锉碎。,治气虚头痛，痛不可忍，昼夜不得眠，恶风怕冷，不喜饮食，气短懒言，六脉弦细而微。,上药哎咀，作一服。用水300毫升，煎至150毫升，去滓，食后温服。陈皮（盐水浸，炒）3克 半夏（姜汁炒）2.1克 白茯苓（去皮）2.1克 白术（去芦，土炒）2.4克 枳实（麸炒）1.5克 香附（醋浸，炒）3克 砂仁（炒）0.9克 黄连（姜汁和猪胆汁拌炒）1.8克 山栀（姜汁炒黑）3克 神曲（炒）1.8克 甘草（炙）0.9克,《卫生宝鉴》卷九,黄耆/人参/甘草/白术/陈皮/当归/白芍/升麻/柴胡/细辛/蔓荆子/川芎
顺元散,乌头10克 附子（炮）天南星（炮）各5克 木香3克,上药研末。,散寒顺气，化痰通络。治内外感寒，手足逆冷，虚汗不止，脉沉细。,久煎，温服。久煎，温服。,《苏枕良方》卷三,乌头/附子/天南星/木香
霜梅,牙皂（去弦净）120克 食盐30克 桔梗60克 天南星25枚 大半夏35粒 甘草30克 朴消120克 防风120克 白矾120克,五月五日采半熟大梅100个，先将盐、消二味同梅拌匀，过一日夜，候水浸透，再将各药研细入内同拌，取起晒干，又浸以药水收干为度。晒干起霜衣白者佳，收贮封固。,治咽喉肿痛。,凡遇咽喉肿痛用丝绵裹1枚含口内，有酸水吞下，即有痰涎涌出，候痰净口内有清水，去梅即愈。,《同寿录》卷尾,牙皂/食盐/桔梗/天南星/大半夏/甘草/朴消/防风/白矾
霜叶红,川文蛤（捣碎）香油250克,,发背久不愈者。,将文蛤入油内炸之，现色时取出，贴子疮口，七日去之。,《外科十三方考·补编》,川文蛤香油
锁阳固精丸,锁阳20g 肉苁蓉（蒸）25g 巴戟天（制）30g 补骨脂（盐炒）25g 菟丝子20g 杜仲（炭）25g 八角茴香25g 韭菜子20g 芡实（炒）20g 莲子20g 莲须25g 牡蛎（煅）20g 龙骨（煅）20g 鹿角霜20g 熟地黄56g 山茱萸（制）17g 牡丹皮11g 山药56g 茯苓11g 泽泻11g 知母4g 黄柏4g 牛膝20g 大青盐25g,上为末，蜜丸如梧桐子大。,温肾固精。用于肾虚滑精，腰膝酸软，眩晕耳鸣，四肢无力。,口服，水蜜丸一次6g，大蜜丸一次1丸，一日2次。口服，水蜜丸一次6g，大蜜丸一次1丸，一日2次。,《中国药典》,锁阳/肉苁蓉/巴戟天/补骨脂/菟丝子/杜仲/八角茴香/韭菜子/芡实/莲子/莲须/牡蛎/龙骨/鹿角霜/熟地黄/山茱萸/牡丹皮/山药/茯苓/泽泻/知母/黄柏/牛膝/大青盐
锁阳丹,桑螵蛸90克（瓦上焙燥）龙骨30克（别研）白茯苓30克,上为末，面糊为丸，如梧桐子大。,治脱精，滑泄不禁。,每服70丸，空腹时煎茯苓、盐汤送下。,《三因极一病证方论》卷十三,桑螵蛸/龙骨/白茯苓
锁精丸,破故纸（炒）青盐各120克 白茯苓 五倍子各60克,上为细末，酒煮糊为丸，如梧桐子大。,治下元虚弱，小便白浊，或白带淋漓，小便频数。,每服30丸，空腹时用温酒或盐汤送下。,《奇效良方》卷三十四,破故纸/青盐/白茯苓/五倍子
释疑汤,人参9克 巴戟天15克 茯苓9克 白术15克 白薇6克 甘草3克 使君子3枚 砂仁3粒 肉桂3克 广木香0.9克 菖蒲1.5克,,治因食蔬菜之类，感觉胸膈有碍，遂疑有虫，以致作痞者。,水煎服。二剂轻，四剂又轻，十剂全消。,《辨证录》卷七,人参/巴戟天/茯苓/白术/白薇/甘草/使君子/砂仁/肉桂/广木香/菖蒲
释擎汤,玄参60克 生地30克 金银花60克 当归30克 紫花地丁15克 贝母15克,,滋阴降火，清热解毒。治擎疽，又名手心毒、擎珠毒。手心之中，忽然红肿高突，变成一疽，疼痛非常，昼夜无间。,水煎服。一剂而痛轻，二剂而痛止。已溃者再服四剂，未溃者再服一剂。,《辨证录》卷十三,玄参/生地/金银花/当归/紫花地丁/贝母
酸石榴汤,酸石榴子30克 酸枣（去核）麦门冬（去心，焙）各60克 覆盆子45克 葛根90克 乌梅（去棱）50枚 甘草（炙，锉）30克 栝楼根45克,上药八味，粗捣筛。,治口干舌焦。,每服15克，用水400毫升，煎至200毫升，日三服，不拘时候。,《圣济总录》卷一一七,酸石榴子/酸枣/麦门冬/覆盆子/葛根/乌梅/甘草/栝楼根
酸枣汤,酸枣仁18克 甘草3克 知母6克 茯苓6克 芎藭6克,将酸枣50克，加水500克，文火煎1小时，加白糖适量。,养血安神，清热除烦。治虚劳虚烦不得眠，心悸盗汗，头目眩晕，晒干口燥，脉弦或细数。,上五味，用水1.6升，先煮酸枣仁，煎至1.2升，再入诸药，煮取600毫升，分温三服。按：本方方名据医统正脉本《金匮要略》；明赵开美仿刻本作“酸枣仁汤”。,《金匮要略》卷上,酸枣仁/甘草/知母/茯苓/芎藭
酸枣仁粥,酸枣仁末15克 粳米100克,先以粳米煮粥，临熟，下酸枣仁末再煮。,宁心安神。适用于心悸、失眠、多梦、心烦。,空腹食用。,《饮膳正要》,酸枣仁末/粳米
酸枣仁汤,酸枣仁（微炒）60克 人参30克 石膏（碎）15克 赤茯苓（去黑皮）22.5克 桂（去粗皮）15克 知母（切，焙）甘草（炙）各15克,上七味粗捣筛。,治发汗后，不得眠睡，或虚劳烦扰，气奔胸中不得眠。,每服15克，用水230毫升，煎至180亳升，去滓温服。,《圣济总录》卷三十二,酸枣仁/人参/石膏/赤茯苓/桂/知母甘草
酸枣仁丸,酸枣仁60克（微炒，捣，研）人参 白术 白茯苓（去粗皮）半夏（汤洗七遍去滑，切，焙）干姜（炮）各45克 陈橘皮（去白，焙）榆白皮（锉）旋复花 前胡（锉）各30克 槟榔5枚（捶碎）,上十一味，捣罗为末，炼蜜为丸，如梧桐子大。,治胆虚睡眠不安，精神恐怯。,每服20丸，空腹时用枣汤送下。再服加至30丸。,《圣济总录》卷四十二,酸枣仁/白术/白茯苓/半夏/干姜/陈橘皮/榆白皮/旋复花/前胡/槟榔
酸枣丸,酸枣仁90克 酸安石榴子（干子）30克 葛根 覆盆子各45克 乌梅50枚 麦门冬60克 茯苓 栝楼根各50克 桂心18克 石蜜68克,上十味，为末，蜜丸如酸枣大。,治消渴，口舌干燥。,频频含化，不限昼夜，以口中生津液为度。频频含化，不限昼夜，以口中生津液为度。,《备急千金要方》卷二十一,酸枣仁/酸安石榴子/葛根/覆盆子/乌梅/麦门冬/茯苓/栝楼根/桂心/石蜜
速效散,川楝子（取肉，巴豆5粒去壳，同炒赤，去巴豆）茴香（盐炒熟，去盐）各30克 破故纸（炒）30克,上药研为细末。,治男女腰痛不可忍者。,每服3克，热酒调，空腹时服。,《袖珍方）卷二引《经验方》,川楝子/茴香/破故纸
送胞汤,当归60克（酒洗）川芎15克 益母草30克 乳香30克（不去油）没药30克（不去油）芥穗9克（炒黑）麝香0.15克（研，另冲）,,治妇人正产，胞衣二三日不下，心烦意躁，时欲昏晕。,水煎服。,《傅青主女科》卷下,当归/益母草/乳香
送子丹,生黄耆30克 当归30克（酒洗）麦冬30克（去心）熟地15克（九蒸）川芎9克,,治血虚难产。,水煎，连服二剂。,《傅青主女科》卷下,生黄耆/当归/麦冬/熟地/川芎
身痛逐瘀汤,秦艽3克 川芎6克 桃仁9克 红花9克 甘草6克 羌活3克 没药6克 当归9克 灵脂6克（炒）香附3克 牛膝9克 地龙6克（去土）,,活血祛瘀，祛风除湿，通痹止痛。治瘀血挟风湿，经络痹阻，肩痛、臂痛、腰腿痛，或周身疼痛，经久不愈者。,水煎服。本方以川芎、当归、桃仁、红花活血祛瘀；牛膝、五灵脂、地龙行血舒络，通痹止痛；秦艽、羌活祛风除湿；香附行气活血；甘草调和诸药。共奏活血祛瘀，祛风除湿，蠲痹止痛之功。,《医林改错》卷下,秦艽/川芎/桃仁/红花/甘草/羌活/没药/当归/灵脂/牛膝/地龙
